COLUMNS;id;cm:name;bcpg:legalName;bcpg:legalName_en;hierarchy1;hierarchy2;bcpg:suppliers;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL19046;Lait demi-écrémé à teneur garantie en protéines et vitamines, enrichi en minéraux, UHT, CIQUAL;Lait demi-écrémé à teneur garantie en protéines et vitamines, enrichi en minéraux, UHT;Semi-skimmed milk with a guaranteed content of protein and vitamins, enriched with minerals, UHT;CIQUAL;Laits;Table Ciqual 2012;50;15,7;89,5;165;123;1;258;3;0,7;0,9;10,6;3,45;3,38;5,91;4,7;217;51,6;0;218;51,8;0;0;88,6;1,6;992;446;0,0555;79;9,5;0,01;0,23;2,1;85;193;205;0,59;0,05;645;11,9;0;0;4,5
VALUES;CIQUAL19045;Lait demi-écrémé à teneur garantie en vitamines, UHT, CIQUAL;Lait demi-écrémé à teneur garantie en vitamines, UHT;Semi-skimmed milk with a guaranteed content of vitamins, UHT;CIQUAL;Laits;Table Ciqual 2012;50;10,6;91;165;123;1;0,0388;3;0,5;0,9;10,6;3,39;3,32;4,66;4,6;191;45,4;0;192;45,7;0;0;89,6;1,5;933;0,42;0,0522;79,8;9,5;0,01;0,16;2,4;87;0,32;0,3;1,46;0,05;0,6;5,4;0;0;4,5
VALUES;CIQUAL19042;Lait demi-écrémé, pasteurisé, CIQUAL;Lait demi-écrémé, pasteurisé;Semi-skimmed milk, pasteurized;CIQUAL;Laits;Table Ciqual 2012;43,1;47,4;95;150;119;2;0,05;< 0,0042;408;1;13,2;3,3;3,23;4,56;0;189;45;0;191;45,3;0;0;89,8;1,54;1;425;0,0558;15,7;7,88;0,01;0,03;1;0,04;0,18;0,09;0,32;0,06;0,4;4,7;0;0;6,45
VALUES;CIQUAL19041;Lait demi-écrémé, UHT, CIQUAL;Lait demi-écrémé, UHT;Semi-skimmed milk, UHT;CIQUAL;Laits;Table Ciqual 2012;43,1;12,1;91,9;167;108;< 0,00585;0,0466;0,00874;392;0,94;11,5;3,3;3,23;4,83;4,6;194;46;0;195;46,3;0;0;89,6;1,53;927;492;0,0523;20;9,45;0,01;0,03;traces;0,04;0,18;0,09;0,33;0,05;0,2;2,62;0;0;6,55
VALUES;CIQUAL19055;Lait écrémé à teneur garantie en vitamines, UHT, CIQUAL;Lait écrémé à teneur garantie en vitamines, UHT;Skim milk warranty vitamins, UHT;CIQUAL;Laits;Table Ciqual 2012;50,5;10,1;98;150;124;2;< 1;3;0,4;6,2;60;3,3;3,23;5,08;4,9;143;33,7;0;144;34;0;0;90,8;0,05;31;0,0139;0,00174;< 2;< 50;1,4;< 0,1;< 1;< 0,05;0,16;0,25;0,34;< 0,05;< 0,2;11,2;0;0;2,1
VALUES;CIQUAL19051;Lait écrémé, pasteurisé, CIQUAL;Lait écrémé, pasteurisé;Skim milk, pasteurized;CIQUAL;Laits;Table Ciqual 2012;47,5;6,03;95;156;121;traces;125;traces;0,4;0,8;13,4;3,4;3,34;4,68;4,68;142;33,4;0;143;33,7;0;0;91;0,15;0,0932;0,0436;0,00726;1;13,5;traces;traces;1;0,04;0,18;0,09;0,32;0,06;0,4;6;0;0;2,57
VALUES;CIQUAL19050;Lait écrémé, UHT, CIQUAL;Lait écrémé, UHT;Skim milk, UHT;CIQUAL;Laits;Table Ciqual 2012;41,8;10,6;88,8;173;113;0,0016;0,05;3;0,41;0,8;12,7;3,28;3,21;4,32;4,3;134;31;0;135;32;0;0;91;0,15;0,11;0,0306;0,0038;0,5;traces;traces;traces;1,3;0,05;167;0,09;0,38;26;0,27;2,8;0;0;2,5
VALUES;CIQUAL19044;Lait en poudre, demi-écrémé, CIQUAL;Lait en poudre, demi-écrémé;Powdered milk, semi-skimmed;CIQUAL;Laits;Table Ciqual 2012;347;97;829;1330;1034;48;345;0,2;3,7;8,8;80;29,09;28,5;43,9;43,9;1719;408;0;1729;411;0;0;3,7;14,6;9,7;4,9;0,54;310;87;0,2;0,4;4;0,21;1,7;0,8;3,06;0,32;2,8;69;0;0;54
VALUES;CIQUAL19054;Lait en poudre, écrémé, CIQUAL;Lait en poudre, écrémé;Milk powder, skimmed;CIQUAL;Laits;Table Ciqual 2012;422;115;925;1700;1230;0,0443;0,48;0,0603;4,2;16,9;59;35,8;35;51,8;51,8;1500;354;0;1520;357;0;0;3,74;749;493;192;0,0339;9,3;1,67;0,0143;0,0265;8,27;374;1,8;925;3,8;435;3,84;69;0;0;20
VALUES;CIQUAL19021;Lait en poudre, entier, CIQUAL;Lait en poudre, entier;Milk powder, whole;CIQUAL;Laits;Table Ciqual 2012;365;86,2;703;1200;965;48;1,23;69;3,28;10,9;51;27,7;27,2;36,2;36,2;2050;491;0;2060;493;0;0;3,7;26,4;16,5;7,73;768;344;112;3,7;664;8,34;253;1,8;664;3,8;361;3,33;50,3;0;0;94,4
VALUES;CIQUAL19024;Lait entier, pasteurisé, CIQUAL;Lait entier, pasteurisé;Whole milk, pasteurized;CIQUAL;Laits;Table Ciqual 2012;52,2;11;92;143;117;0,0033;48;< 0,22;379;< 3;9,77;3,2;3,13;4,62;0;263;62,9;0;264;63,1;0;0;87,8;3,54;1,46;1,05;119;37,5;16,7;0,03;0,09;1;0,04;0,17;0,08;0,35;0,06;0,4;4,8;0;0;13,8
VALUES;CIQUAL19023;Lait entier, UHT, CIQUAL;Lait entier, UHT;Whole milk, UHT;CIQUAL;Laits;Table Ciqual 2012;42,2;11;87;140;112;0,00225;0,23;< 0,01;381;1;11,2;3,2;3,13;4,67;0;270;64,6;0;271;64,9;0;0;87,7;3,71;2,3;1,04;129;47;19,9;0,03;0,07;traces;0,04;0,18;0,09;0,32;0,04;0,2;2,45;0;0;14
VALUES;CIQUAL19110;Lait partiellement écrémé, aromatisé, UHT, CIQUAL;Lait partiellement écrémé, aromatisé, UHT;Partly skimmed milk, flavored UHT;CIQUAL;Laits;Table Ciqual 2012;41,3;16;65;147;87;52;0,03;0,0598;439;< 2,2;13;2,9;2,84;12,9;0;290;68,4;0;291;68,6;0;0;83,3;0,6;372;167;0,0208;34;0;0;0,12;0,96;0,04;0,17;0,06;0,35;0,03;0,33;6;0;0;0
VALUES;CIQUAL20052;Artichaut, cru, CIQUAL;Artichaut, cru;Artichoke, raw;CIQUAL;Légumes;Table Ciqual 2012;56,6;29,5;49,2;380;39;0,2;0,72;75;0,49;traces;1,63;2,8;2,8;4,92;1,44;186;44,4;0,6;186;44,4;0;5,43;85,2;0,2;43;0,0075;72;0;72;0;0,21;10,3;0,0907;0,0587;999;316;62;0;68;0;0,27;0
VALUES;CIQUAL20000;Artichaut, cuit, CIQUAL;Artichaut, cuit;Artichoke, cooked;CIQUAL;Légumes;Table Ciqual 2012;61,5;41,8;40;411;43,1;166;647;0,0831;326;< 10;0,5;2,9;2,9;4,84;0,99;180;43,1;0;180;43,1;0;5,05;85,8;227;75;0,0102;132;0;8;0;0,19;3,7;traces;0,02;1;0,34;0,02;0;50;0;0;< 0,057
VALUES;CIQUAL20076;Asperge, appertisée, égouttée, CIQUAL;Asperge, appertisée, égouttée;Asparagus appertisée, drained;CIQUAL;Légumes;Table Ciqual 2012;340;10;67;170;21;0,14;555;0,11;505;1;traces;3,4;3,4;0,95;0,95;96,7;23;0;96,7;23;0;533;93,6;0,5;107;0,0147;206;0;387;0;833;16;0,06;0,0933;867;113;0,0567;0;66,3;0;0;0
VALUES;CIQUAL20001;Asperge, cuite, CIQUAL;Asperge, cuite;Asparagus, cooked;CIQUAL;Légumes;Table Ciqual 2012;292;6,31;51,5;198;19,9;0,0992;735;0,0762;369;< 2,2;traces;2,68;2,68;3,18;0,81;125;29,7;0;125;29,7;0;1,7;91,5;0,32;72;0,0065;145;0;544;0;0;16;114;121;1,06;192;0,0495;0;76,5;0;0;0
VALUES;CIQUAL20002;Aubergine, cuite, CIQUAL;Aubergine, cuite;Eggplant, cooked;CIQUAL;Légumes;Table Ciqual 2012;158;15;15;123;20,1;116;0,25;0,0582;0,0975;< 2,2;1;0,83;0,83;6,26;3,2;148;35,2;0;148;35,2;0;2,5;89,7;0,2;0,0315;0,0148;113;0;22;0;0;1,3;76;0,02;0,6;75;86;0;14;0;0;0
VALUES;CIQUAL13004;Avocat, frais, pulpe, CIQUAL;Avocat, frais, pulpe;Avocado, fresh pulp;CIQUAL;Légumes;Table Ciqual 2012;< 38,8;27,1;41,9;412;10,8;< 0,36;0,51;< 0,53;467;< 0,005;1,45;1,8;1,8;1,02;1,03;685;167;< 2,1;685;167;0;5,18;74;16;2,3;11,5;1,54;0;< 60;0;2,36;7,49;0,0767;153;1,28;935;0,24;0;78,5;0;0,3;0
VALUES;CIQUAL20005;Bette, cuite, CIQUAL;Bette, cuite;Chard, cooked;CIQUAL;Légumes;Table Ciqual 2012;208;22,9;33;549;66,9;333;2,26;113;323;< 2,2;0,4;1,88;1,88;2,03;1,1;86,2;20,6;0;86,2;20,6;0;2,1;92,6;0,08;12;16;28;0;3650;0;0;18;34;86;0,36;163;85;0;10;0;0;0
VALUES;CIQUAL20003;Betterave rouge, cuite, CIQUAL;Betterave rouge, cuite;Beetroot, cooked;CIQUAL;Légumes;Table Ciqual 2012;54,1;16,3;31,1;266;18,4;0,46;668;59;312;< 0,3;325;2,3;2,3;7,17;6,68;183;43,4;494;183;43,4;0;2,3;87,2;0,1;0,0223;0,0183;0,0554;0;21;0;traces;5;0,01;0,01;0,1;0,1;0,04;0;74;0;0;0,2
VALUES;CIQUAL20006;Brocoli, cuit, CIQUAL;Brocoli, cuit;Broccoli, cooked;CIQUAL;Légumes;Table Ciqual 2012;53;11,5;56;148;55,8;< 0,284;< 1;< 0,198;< 0,4;< 2,2;2;2,1;2,1;2,82;1,39;120;28,7;< 0,5;120;28,7;0;2,23;91,9;0,51;124;61;254;0;312;0;1,03;37,3;< 0,05;0,08;< 0,1;0,46;< 0,23;0;102;0;0;0,49
VALUES;CIQUAL20054;Cardon, cru, CIQUAL;Cardon, cru;Cardon, raw;CIQUAL;Légumes;Table Ciqual 2012;17,4;21,3;19,2;396;58,5;0,03;0,2;0,07;0,38;0,2;0,09;0,6;0,6;3,69;1,5;89,4;21,3;0,2;89,4;21,3;0;1,6;92,9;0,1;0,0105;19;0,0405;0;0;0;0,19;4;0,02;0,04;0,2;338;78;0;48;0;0;0
VALUES;CIQUAL20007;Carotte, appertisée, égouttée, CIQUAL;Carotte, appertisée, égouttée;Carrot appertisée, drained;CIQUAL;Légumes;Table Ciqual 2012;282;4,88;18,9;106;21,6;105;685;35;277;0,87;2;0,58;0,58;4,21;2,63;110;26,1;0,47;110;26,1;0;1,7;92,1;0,33;0,0355;9;0,0915;0;5330;0;0,64;1,75;24;0,0267;378;135;82;0;8;0;0,19;< 0,082
VALUES;CIQUAL20009;Carotte, crue, CIQUAL;Carotte, crue;Carrot, raw;CIQUAL;Légumes;Table Ciqual 2012;49;11,9;20,4;243;26,2;131;281;0,0382;211;< 1,33;1,32;803;803;6,6;4,86;153;36,3;0,8;153;36,3;0;2,17;89,4;0,26;0,0592;0,0045;176;0;7260;0;0,56;4;52;0,0453;996;278;123;0;52;0;0;< 0,1
VALUES;CIQUAL20008;Carotte, cuite, CIQUAL;Carotte, cuite;Carrot, cooked;CIQUAL;Légumes;Table Ciqual 2012;93,8;10,7;18;96,4;46;< 0,654;< 0,1;< 0,369;< 0,93;1;2;0,76;0,76;4,94;3,78;117;27,7;< 0,5;117;27,7;0;2;91,4;0,1;23;0,00461;0,0684;0;3340;0;0,56;< 2;< 0,05;< 0,05;< 0,05;0,1;< 0,05;0;29;0;0;< 0,106
VALUES;CIQUAL20078;Céleri branche, appertisé, CIQUAL;Céleri branche, appertisé;Celery, canned;CIQUAL;Légumes;Table Ciqual 2012;360;8;0;281;29,2;0,11;0;0,04;0,14;1;0,2;0,83;0,83;1,28;0;49,5;11,8;0;49,5;11,8;0;1,3;95;0,0867;0,0186;0,0144;0,0358;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL20023;Céleri branche, cru, CIQUAL;Céleri branche, cru;Celery, raw;CIQUAL;Légumes;Table Ciqual 2012;109;9,23;27,2;269;53,3;0,1;0,29;0,02;115;< 4;567;1,2;1,2;1,16;1,11;65,8;15,8;0,0549;65,8;15,8;0;2,28;94,2;0,2;43;0,0333;0,0827;0;756;0;0,2;8;48;76;0,55;0,43;0,09;0;80;0;0;< 0,43
VALUES;CIQUAL20024;Céleri branche, cuit, CIQUAL;Céleri branche, cuit;Celery, cooked;CIQUAL;Légumes;Table Ciqual 2012;83,1;9;25;284;53,3;106;0,42;0,0516;0,0802;< 4,5;0,3;0,83;0,83;1,62;1,62;55,3;13,2;0;55,3;13,2;0;1,3;95,3;0,0867;23;0,0172;43;0;313;0;0,2;4;43;47;319;195;86;0;13;0;0;0
VALUES;CIQUAL20055;Céleri-rave, cru, CIQUAL;Céleri-rave, cru;Celeriac, raw;CIQUAL;Légumes;Table Ciqual 2012;269;13,1;65,3;348;38,8;134;419;< 0,116;0,29;0,9;2,83;1,2;1,2;5,68;1,44;154;36,6;< 0,5;154;36,6;0;3,2;88,1;0,3;73;0,0355;163;0;< 50;0;0,1;8;< 0,18;35;555;0,64;125;0;51;0;0;< 0,56
VALUES;CIQUAL20025;Céleri-rave, cuit, CIQUAL;Céleri-rave, cuit;Celeriac, cooked;CIQUAL;Légumes;Table Ciqual 2012;58,2;15,1;58;306;52,4;185;0,32;75;0,22;0;1;0,96;0,96;4,56;0,73;146;35;< 0,5;146;35;0;2,6;90,2;0,86;traces;traces;traces;0;< 50;0;0,22;4,35;< 0,05;< 0,05;0,92;0,41;0,07;0;37;0;0;0
VALUES;CIQUAL20056;Champignon de Paris ou Champignon de couche, cru, CIQUAL;Champignon de Paris ou Champignon de couche, cru;Paris Mushroom or Mushroom, raw;CIQUAL;Légumes;Table Ciqual 2012;16,9;8,61;56,4;326;28,5;95;1,66;0,54;415;5,62;2,02;1,8;1,8;2,73;0,2;105;25;0,2;105;25;0;1,33;92,9;0,43;0,0675;12;144;0;10;0;0,12;1;0,09;0,31;3,2;2;0,18;0;33,5;0;0,13;0
VALUES;CIQUAL20125;Champignon de Paris ou Champignon de couche, sauté, CIQUAL;Champignon de Paris ou Champignon de couche, sauté;Paris Mushroom or Mushroom, jumped;CIQUAL;Légumes;Table Ciqual 2012;107;12,7;79;341;16,9;< 0,1;0,65;0,2;0,7;144;< 5;2,4;2,4;0,33;traces;243;59;< 0,5;243;59;0;4,8;87;4,27;1,32;1,23;1,55;8;0;1,18;845;1,41;68;343;2,9;1,05;178;< 0,08;26,8;0;0;4,7
VALUES;CIQUAL20079;Champignon de Paris, appertisé, CIQUAL;Champignon de Paris, appertisé;Paris mushroom, canned;CIQUAL;Légumes;Table Ciqual 2012;310;6,48;47;88,6;24,6;27;0,9;0,17;435;< 4,1;1;2,4;2,4;977;0,2;90,5;21,7;0,2;90,5;21,7;0;2,31;93,1;394;113;0,00567;259;0;10;0;65;6,5;0,0505;0,12;0,5;0,34;25;0;26,3;0;0;142
VALUES;CIQUAL20011;Champignon, tout type, appertisé, égoutté, CIQUAL;Champignon, tout type, appertisé, égoutté;Fungus, type, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;281;6,08;55,1;96,7;16,3;0,0548;948;209;561;< 5,1;2;2,37;2,37;456;456;82,7;19,8;0;82,7;19,8;0;2,28;93;397;44;0,0075;136;0;0;0,2;0,12;traces;0,0525;106;1,6;811;0,0605;0;10;0;0,13;0
VALUES;CIQUAL20010;Champignon, tout type, cru, CIQUAL;Champignon, tout type, cru;Fungus, type, vintage;CIQUAL;Légumes;Table Ciqual 2012;11,2;10,9;86;318;< 22,8;0,0665;0,5;373;612;< 22,1;2,75;3,09;3,09;0,21;0,21;126;30,2;0;126;30,2;0;1,75;92,6;1,5;0;0;0,16;0;0;0,2;0,12;1;81;402;3,61;1,5;104;0,04;44;0;0;0
VALUES;CIQUAL20012;Chicorée frisée, crue, CIQUAL;Chicorée frisée, crue;Chicory, raw;CIQUAL;Légumes;Table Ciqual 2012;12,5;19,3;29,3;280;64,3;0,3;1,05;0,01;0,2;1;0,4;1,2;1,2;0,95;0,95;54;12,9;0;54;12,9;0;1,1;95,2;233;56;0,00467;103;0;1250;0;0,57;12;0,0433;173;433;1,03;0,0267;0;125;0;0;0
VALUES;CIQUAL20116;Chou blanc, cru, CIQUAL;Chou blanc, cru;Cabbage, raw;CIQUAL;Légumes;Table Ciqual 2012;13;11,9;29,6;237;50;0,24;353;19;145;traces;0,7;1,25;1,25;4,75;0;123;29,2;0;123;29,2;0;1,7;91,5;0,2;18;0,00827;0,0496;0;0;0;0,02;35,5;0,0495;43;0,35;0,21;153;0;27;0;0;0
VALUES;CIQUAL20077;Chou de Bruxelles, appertisé, égoutté, CIQUAL;Chou de Bruxelles, appertisé, égoutté;Brussels sprouts, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;272;12,2;53;252;26,3;0,1;0,7;0,03;0,2;1,5;1;2,6;2,6;3,23;0;161;38,5;0;161;38,5;0;3,1;88,9;1;0,09;0,0413;248;0;465;0;0,69;18;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL20013;Chou de Bruxelles, cuit, CIQUAL;Chou de Bruxelles, cuit;Brussels sprouts, cooked;CIQUAL;Légumes;Table Ciqual 2012;9,7;16,9;65;324;36,2;< 0,2;< 0,1;0,03;< 0,3;0;1;2,55;2,55;6,69;1,74;174;41,2;1,5;174;41,2;0;< 3,2;87,7;0,11;0,0273;0,0102;0,0682;0;209;0;0,9;58,2;< 0,05;0,06;0,72;0,27;0,06;0;110;0;0;0
VALUES;CIQUAL20014;Chou rouge, cru, CIQUAL;Chou rouge, cru;Red cabbage, raw;CIQUAL;Légumes;Table Ciqual 2012;23;15;29,4;278;49,8;0,2;0,75;0,01;0,1;2;2;1,61;1,61;4,99;3,26;138;32,8;0;138;32,8;0;2,3;90,2;0,2;0,0478;0,00917;0,0998;0;335;0;0,2;55;63;0,0563;539;236;143;0;47;0;0;0
VALUES;CIQUAL20095;Chou rouge, cuit à l'eau, CIQUAL;Chou rouge, cuit à l'eau;Red cabbage, boiled;CIQUAL;Légumes;Table Ciqual 2012;71,5;11,4;34;130;53,7;163;0,3;0,0322;136;2;2;0,8;0,8;2,93;2,93;94;22,5;0;94;22,5;0;2,43;92,6;0,3;0,0233;8;0,0693;0;20;0;0,2;32;0,02;0,01;0,2;0,22;0,04;0;31;0;0;0
VALUES;CIQUAL20015;Chou vert, cuit, CIQUAL;Chou vert, cuit;Kale, cooked;CIQUAL;Légumes;Table Ciqual 2012;114;12,5;18,7;92,6;58,5;171;0,14;0,0685;176;< 14,7;2;1,36;1,36;< 3;2,5;84,5;20,3;< 0,5;84,5;20,3;0;2,4;94,7;0,45;6;13;33;0;48;0;0,2;20;56;29;136;166;132;0;29;0;0;333
VALUES;CIQUAL20016;Chou-fleur, cru, CIQUAL;Chou-fleur, cru;Cauliflower, raw;CIQUAL;Légumes;Table Ciqual 2012;8,92;12,3;47,6;268;23,8;179;548;0,0377;333;847;0,49;2,46;2,46;2,34;2,21;118;28,2;134;118;28,2;0;2,77;91,1;0,31;0,07;0,0207;174;0;38;0;155;57,9;0,11;0,1;0,6;1,01;0,2;0;80,5;0;0,22;< 0,062
VALUES;CIQUAL20017;Chou-fleur, cuit, CIQUAL;Chou-fleur, cuit;Cauliflower, cooked;CIQUAL;Légumes;Table Ciqual 2012;< 59;12,5;34;229;19,6;< 0,2;< 0,405;0,0486;< 0,4;< 10;traces;1,84;1,84;2,79;2,08;106;25,2;< 0,5;106;25,2;0;2;92,7;295;0,0621;0,0284;193;0;< 50;0;< 0,11;18,4;< 0,05;< 0,05;0,21;0,23;< 0,05;0;78;0;0;< 0,062
VALUES;CIQUAL20018;Coeur de palmier, appertisé, égoutté, CIQUAL;Coeur de palmier, appertisé, égoutté;Hearts of palm, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;740;12,3;71,4;126;46,1;0,86;0,36;0,16;0,52;0;0,5;2,73;2,73;3,4;0;139;33,1;0;139;33,1;0;1,55;89,7;0,61;0,13;103;202;0;0;0;0;7,9;11;57;437;126;22;0;39;0;0;0
VALUES;CIQUAL20210;Concombre, cru, pulpe, CIQUAL;Concombre, cru, pulpe;Cucumber, raw, pulp;CIQUAL;Légumes;Table Ciqual 2012;4,25;12;21;154;14;0,09;0,17;0,03;0,13;< 0,005;4;0,59;0,59;1,19;1,38;42,9;10,2;< 0,5;42,9;10,2;0;0,7;97;0,19;13;2;3;0;31;0;0,07;3,73;< 0,04;18;0,11;< 0,16;48;0;12;0;0;0
VALUES;CIQUAL20020;Courgette, pulpe et peau, crue, CIQUAL;Courgette, pulpe et peau, crue;Zucchini pulp and skin, raw;CIQUAL;Légumes;Table Ciqual 2012;2,84;26;35,5;244;18,4;132;0,77;51;0,26;743;1,31;1,34;1,34;2,49;1,9;84,3;20;0,05;84,3;20;0;1,13;94,1;273;0,0473;0,0117;0,0693;0;112;0;1,06;21;101;105;446;0,18;177;0;51;0;0;0,2
VALUES;CIQUAL20021;Courgette, pulpe et peau, cuite, CIQUAL;Courgette, pulpe et peau, cuite;Zucchini pulp and skin, cooked;CIQUAL;Légumes;Table Ciqual 2012;< 185;21,8;65;368;20,3;< 0,151;< 0,496;< 0,151;< 0,354;1;1;1,14;1,14;2,34;1,71;80,7;19,2;< 0,5;80,7;19,2;0;1,35;94,1;0,29;72;29;151;0;173;0;0,28;6,95;< 0,05;< 0,05;< 0,05;< 0,05;< 0,05;0;39,5;0;0;0,35
VALUES;CIQUAL20022;Cresson de fontaine, cru, CIQUAL;Cresson de fontaine, cru;Watercress, raw;CIQUAL;Légumes;Table Ciqual 2012;39,7;19,8;42,9;240;130;0,6;2,15;0,01;0,54;0;13,8;1,6;1,6;2,09;0,3;89;21,2;0;89;21,2;0;1,89;93,1;0,3;111;0,0329;144;0;2220;0;1,46;56,5;85;0,17;0,65;205;163;0;214;0;0;0
VALUES;CIQUAL20097;Échalote, crue, CIQUAL;Échalote, crue;Shallot, raw;CIQUAL;Légumes;Table Ciqual 2012;11;16,5;42,5;242;31;292;0,95;88;0,4;0;2;1,9;1,9;15,9;3,2;323;76,1;0;323;76,1;0;1,8;79,4;0,15;17;14;39;0;28;traces;0,26;9;45;0,03;0,2;0,29;222;0;348;0;0;0
VALUES;CIQUAL20026;Endive, crue, CIQUAL;Endive, crue;Endive, raw;CIQUAL;Légumes;Table Ciqual 2012;2,49;11,8;23,3;184;23,2;< 0,3;158;0,0519;0,18;203;0,1;1,03;1,03;2,37;1,72;73,2;17,4;< 0,5;73,2;17,4;0;1;95;0,2;0,0527;0,00633;114;0;< 50;0;< 0,1;3,25;< 0,05;< 0,05;0,13;0,14;< 0,05;0;35;0;0;0
VALUES;CIQUAL20098;Endive, cuite, CIQUAL;Endive, cuite;Endive, cooked;CIQUAL;Légumes;Table Ciqual 2012;120;12;25;110;42,2;163;0,4;0,0964;209;< 2,2;0,1;0,6;0,6;2,7;0;75,2;17,9;0;75,2;17,9;0;1;94,8;0,3;traces;traces;traces;0;0;0;traces;1;0,05;traces;traces;0,15;traces;0;22,5;0;0;0
VALUES;CIQUAL20059;Épinard, cru, CIQUAL;Épinard, cru;Spinach, raw;CIQUAL;Légumes;Table Ciqual 2012;70;69,2;52,4;515;98,2;0,43;3,42;104;664;645;1,6;2,7;2,7;3,2;0,53;144;34,5;2,6;144;34,5;0;3,55;91,5;425;0,0656;0,0305;312;0;4010;0;1,76;39,3;127;217;733;285;195;0;175;0;0;0
VALUES;CIQUAL20027;Épinard, cuit, CIQUAL;Épinard, cuit;Spinach, cooked;CIQUAL;Légumes;Table Ciqual 2012;90,7;53;40;390;141;< 0,717;< 15,7;< 0,13;< 0,873;1;2;2,97;2,97;1,87;0,43;112;26,8;< 0,5;112;26,8;0;3,07;90,7;0,14;0,0366;0,0051;0,0927;0;1610;0;2,05;5,05;< 0,05;0,1;0,24;< 0,05;0,06;0;122;0;0;0
VALUES;CIQUAL20028;Fenouil, cru, CIQUAL;Fenouil, cru;Fennel, raw;CIQUAL;Légumes;Table Ciqual 2012;11;8;26;440;24;191;0,3;0,02;0,5;0;0,5;0,9;0,9;3,01;1,7;89,1;21,2;0,1;89,1;21,2;0;1,9;93;0,2;0;0;0;0;12;0;0,2;5;0,06;0,01;0,6;232;0,06;0;47,5;0;0;0
VALUES;CIQUAL20118;Fenouil, cuit à l'eau, CIQUAL;Fenouil, cuit à l'eau;Fennel, boiled;CIQUAL;Légumes;Table Ciqual 2012;125;10,8;17,3;270;43,7;101;0,2;129;164;< 2,2;10;1,13;1,13;1,63;0,5;64,8;15,5;0,3;64,8;15,5;0;2;94,4;< 0,1;< 0,028;< 0,004;< 0,05;0;14;0;0,32;1,6;24;< 0,04;0,36;0,15;116;0;24,9;0;0;0
VALUES;CIQUAL20063;Haricot beurre, appertisé, égoutté, CIQUAL;Haricot beurre, appertisé, égoutté;Butter beans, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;273;15,2;14,8;169;42,9;0,1;0,74;0,03;0,14;0,43;0,15;1,48;1,48;2,8;1,25;98,7;23,6;1,47;98,7;23,6;0;2,65;92,1;127;0,0345;0,00657;0,0805;0;56;0;0,29;5,97;0,0377;68;338;81;41;0;55;0;0;0
VALUES;CIQUAL20029;"Haricot mungo germé ou Pousse de ""soja"", appertisé, égoutté, CIQUAL";"Haricot mungo germé ou Pousse de ""soja"", appertisé, égoutté";"Germinated mung bean sprout or ""soy"", canned, drained";CIQUAL;Légumes;Table Ciqual 2012;226;8,63;22,6;40;41,2;0,0647;448;87;304;0,47;3,49;1,6;1,75;3,5;0,4;119;28,4;0,4;116;27,8;0;2,7;91,7;0,22;16;8;0,02;0;2;0;0,09;1;0,02;0,03;0,2;0,0715;0,03;0;12;0;0;0
VALUES;CIQUAL20183;"Haricot mungo germé ou Pousse de ""soja"", frais, CIQUAL";"Haricot mungo germé ou Pousse de ""soja"", frais";"Germinated mung bean sprout or ""soy"" costs";CIQUAL;Légumes;Table Ciqual 2012;24,7;38;110;250;44,2;359;1,34;252;798;1,4;2;3,81;4,18;5,16;3,38;188;44,4;0;181;43;0;1,2;88,9;0,52;0,0793;117;303;0;75;0;163;14,2;218;147;0,9;563;133;0;106;0;0;0
VALUES;CIQUAL20062;Haricot vert, appertisé, égoutté, CIQUAL;Haricot vert, appertisé, égoutté;Green beans, canned, drained;CIQUAL;Légumes;Table Ciqual 2012;281;16,7;21,8;115;48,1;173;2,15;0,07;238;< 1,9;532;1,35;1,35;2,75;0,86;100;23,9;1,5;100;23,9;0;3,1;91,6;0,1;0,0318;0,00308;0,0612;0;87,5;0;0,21;3,45;0,26;85;1,4;395;295;0;28;0;0,15;0
