"PATH";"/Temp/PF";;;;
"TYPE";"bcpg:finishedProduct";;;;
"MAPPING";"Ciqual";;;;
"COLUMNS";"bcpg:code";"cm:name";"bcpg:legalName";"bcpg:legalName_fr";"bcpg:legalName_en";"bcpg:productHierarchy1";"bcpg:productHierarchy2"
"VALUES";"PF32023";"Céréales pour petit déjeuner "ligne" aux fruits, enrichies en vitamines et minéraux";"Céréales pour petit déjeuner "ligne" aux fruits, enrichies en vitamines et minéraux";"Céréales pour petit déjeuner ''ligne'' aux fruits, enrichies en vitamines et minéraux";"Breakfast cereals, diet, with fruit, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32110";"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux";"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux";"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux";"Muesli, Bircher style, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32111";"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux";"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux";"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux";"Muesli, crunchy, with fruits, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32112";"Muesli croustillant au chocolat, enrichi en vitamines et minéraux";"Muesli croustillant au chocolat, enrichi en vitamines et minéraux";"Muesli croustillant au chocolat, enrichi en vitamines et minéraux";"Muesli, crunchy, with chocolate, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32113";"Muesli floconneux aux fruits ou fruits secs, sans sucre ajouté";"Muesli floconneux aux fruits ou fruits secs, sans sucre ajouté";"Muesli floconneux aux fruits ou fruits secs, sans sucre ajouté";"Muesli, Bircher style, no added sugar";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32114";"Muesli floconneux aux fruits ou fruits secs, allégé en matière grasse, enrichi en vitamines et minéraux";"Muesli floconneux aux fruits ou fruits secs, allégé en matière grasse, enrichi en vitamines et minéraux";"Muesli floconneux aux fruits ou fruits secs, allégé en matière grasse, enrichi en vitamines et minéraux";"Muesli, Bircher style, enriched, low fat";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32115";"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux";"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux";"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux";"Breakfast cereals, puffed wheat, chocolate , enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32116";"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux";"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux";"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux";"Breakfast cereals, very rich in fibre, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32121";"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux";"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux";"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux";"Breakfast cereals, corn flakes, sugar frosted, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32123";"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux";"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux";"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux";"Breakfast cereals, wheat flakes with fruit or nuts, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32131";"Riz soufflé au chocolat, enrichi en vitamines et minéraux";"Riz soufflé au chocolat, enrichi en vitamines et minéraux";"Riz soufflé au chocolat, enrichi en vitamines et minéraux";"Breakfast cereals, puffed rice, chocolate, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32132";"Boules de maïs soufflées chocolatées, enrichies en vitamines et minéraux";"Boules de maïs soufflées chocolatées, enrichies en vitamines et minéraux";"Boules de maïs soufflées chocolatées, enrichies en vitamines et minéraux";"Breakfast cereals, popped or extruded corn, chocolate";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32133";"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux";"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux";"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux";"Breakfast cereals, popped or extruded corn, honey, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF32135";"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux";"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux";"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux";"Breakfast cereals, multi-cereal, puffed or extruded, enriched";"Céréales petit déjeuner et barres céréalières";"Céréales petit déjeuner et barres céréalières"
"VALUES";"PF38105";"Chips de maïs ou tortilla chips";"Chips de maïs ou tortilla chips";"Chips de maïs ou tortilla chips";"Tortilla chips";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
"VALUES";"PF38106";"Biscuit apéritif soufflé, à base de pomme de terre";"Biscuit apéritif soufflé, à base de pomme de terre";"Biscuit apéritif soufflé, à base de pomme de terre";"Cocktail biscuit, potato-based";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
"VALUES";"PF38400";"Biscuit apéritif soufflé, à base de maïs, sans cacahuète";"Biscuit apéritif soufflé, à base de maïs, sans cacahuète";"Biscuit apéritif soufflé, à base de maïs, sans cacahuète";"Cocktail biscuit, extruded, salted";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
"VALUES";"PF38401";"Biscuit apéritif, crackers, garni ou fourré, au fromage";"Biscuit apéritif, crackers, garni ou fourré, au fromage";"Biscuit apéritif, crackers, garni ou fourré, au fromage";"Cocktail biscuit with cheese-topping or filling";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
"VALUES";"PF38402";"Biscuit apéritif, crackers, nature";"Biscuit apéritif, crackers, nature";"Biscuit apéritif, crackers, nature";"Cocktail biscuit without cheese";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
"VALUES";"PF38403";"Biscuit apéritif, crackers, allégé en matière grasse";"Biscuit apéritif, crackers, allégé en matière grasse";"Biscuit apéritif, crackers, allégé en matière grasse";"Cocktail biscuit, low fat";"Pâtisseries et biscuits";"Biscuits salés apéritifs"
