PATH;/System/Characts/bcpg:entityLists/Ings;;;;;;
TYPE;bcpg:ing;;;;;;
COLUMNS;cm:name;cm:description;bcpg:ingType;bcpg:ingCEECode;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en
VALUES;sucrose;humectant, flavor;Sugar;;sucrose;sucrose;sucrose
VALUES;sucrose cocoate;emollient;Fatty ester;;sucrose cocoate;sucrose cocoate;sucrose cocoate
VALUES;talc;absorbent powder, exfoliating and protective modifier touch brings the 'slippery';Load;;talc;talc;talc
VALUES;TEA C12-13 alkyl phosphate;cleaning agent, foaming;Surfactant;;TEA C12-13 alkyl phosphate;TEA C12-13 alkyl phosphate;TEA C12-13 alkyl phosphate
VALUES;TEA-cocoyl hydrolyzed collagen;conditioner cleaner;Surfactant;;TEA-cocoyl hydrolyzed collagen;TEA-cocoyl hydrolyzed collagen;TEA-cocoyl hydrolyzed collagen
VALUES;TEA-lauryl sulfate;cleanser;Surfactant;;TEA-lauryl sulfate;TEA-lauryl sulfate;TEA-lauryl sulfate
VALUES;tetrasodium EDTA;partially neutralized water limestone;Chelating;;tetrasodium EDTA;tetrasodium EDTA;tetrasodium EDTA
VALUES;tetrasodium etidronate;neutralizing the ion complex of the water, in particular limestone;Chelating;;tetrasodium etidronate;tetrasodium etidronate;tetrasodium etidronate
VALUES;theobroma cacao (cocoa) seed butter;conditioner, protective;Vegetable fat;;theobroma cacao (cocoa) seed butter;theobroma cacao (cocoa) seed butter;theobroma cacao (cocoa) seed butter
VALUES;threonine;conditioner;Active;;threonine;threonine;threonine
VALUES;TIPA-laureth sulfate;cleanser;Surfactant;;TIPA-laureth sulfate;TIPA-laureth sulfate;TIPA-laureth sulfate
VALUES;titanium dioxide;bleaching powder, mineral sunscreen;Load;;titanium dioxide;titanium dioxide;titanium dioxide
VALUES;tocopherol;slow the oxidation of fats and protect sensitive active light and / or oxygen and / or heat, can be also used as active ingredient for the skin, the dosage will be greater;Antioxidant;;tocopherol;tocopherol;tocopherol
VALUES;tocopheryl acetate;antioxidant conditioner;Active;;tocopheryl acetate;tocopheryl acetate;tocopheryl acetate
VALUES;tocopheryl linoleate;antioxidant conditioner;Active;;tocopheryl linoleate;tocopheryl linoleate;tocopheryl linoleate
VALUES;triclosan;biocidal, deodorant;Active;;triclosan;triclosan;triclosan
VALUES;tridecyl stearate;conditioner, emollient;Fatty ester;;tridecyl stearate;tridecyl stearate;tridecyl stearate
VALUES;tridecyl trimellitate;conditioner occlusive;Fatty ester;;tridecyl trimellitate;tridecyl trimellitate;tridecyl trimellitate
VALUES;triethanolamine;allows to make the pH of a product less acidic or more basic;Ph adjuster;;triethanolamine;triethanolamine;triethanolamine
VALUES;trihydroxystearin;occlusive viscosity;Fat;;trihydroxystearin;trihydroxystearin;trihydroxystearin
VALUES;triticum vulgare (wheat) germ extract;clarifying, conditioner;Plant extract;;triticum vulgare (wheat) germ extract;triticum vulgare (wheat) germ extract;triticum vulgare (wheat) germ extract
VALUES;triticum vulgare (wheat) germ oil;conditioner, firming, anti-aging;Vegetable oil;;triticum vulgare (wheat) germ oil;triticum vulgare (wheat) germ oil;triticum vulgare (wheat) germ oil
VALUES;tromethamine;+ makes basic or acid -;Ph adjuster;;tromethamine;tromethamine;tromethamine
VALUES;turmeric extract;dye;Plant extract;;turmeric extract;turmeric extract;turmeric extract
VALUES;tyrosine;conditioner;Active;;tyrosine;tyrosine;tyrosine
VALUES;undecylenamidopropyl betaine;anti-static, conditioner, cleaner, foaming;Surfactant;;undecylenamidopropyl betaine;undecylenamidopropyl betaine;undecylenamidopropyl betaine
VALUES;urea;humectant, buffer;Active;;urea;urea;urea
VALUES;usnea barbata;anti-bacterial (?), anti-dandruff;Plant extract;;usnea barbata;usnea barbata;usnea barbata
VALUES;valine;conditioner;Active;;valine;valine;valine
VALUES;vanilla planifolia;moisturizing, toning;Plant extract;;vanilla planifolia;vanilla planifolia;vanilla planifolia
VALUES;vitis vinifera (grape) seed oil;replenishing, antioxidant (tocopherol);Vegetable oil;;vitis vinifera (grape) seed oil;vitis vinifera (grape) seed oil;vitis vinifera (grape) seed oil
VALUES;vitreoscilla ferment;conditioner;Natural extract;;vitreoscilla ferment;vitreoscilla ferment;vitreoscilla ferment
VALUES;water (and) ceteareth-60 myristyl glycol (and)meth;biocide;Mixture;;water (and) ceteareth-60 myristyl glycol (and)meth;water (and) ceteareth-60 myristyl glycol (and)meth;water (and) ceteareth-60 myristyl glycol (and)meth
VALUES;water (and) dipropylene glycol (and) halopteris sc;mineralizing;Mixture;;water (and) dipropylene glycol (and) halopteris sc;water (and) dipropylene glycol (and) halopteris sc;water (and) dipropylene glycol (and) halopteris sc
VALUES;water (and) hydrolyzed algin (and) chlorella vulga;draining mineralizing;Mixture;;water (and) hydrolyzed algin (and) chlorella vulga;water (and) hydrolyzed algin (and) chlorella vulga;water (and) hydrolyzed algin (and) chlorella vulga
VALUES;water (and) propylene glycol (and) cistus monspeli;;Mixture;;water (and) propylene glycol (and) cistus monspeli;water (and) propylene glycol (and) cistus monspeli;water (and) propylene glycol (and) cistus monspeli
VALUES;water (and) propylene glycol (and) helichrysum it;restructuring;Mixture;;water (and) propylene glycol (and) helichrysum it;water (and) propylene glycol (and) helichrysum it;water (and) propylene glycol (and) helichrysum it
VALUES;water (and) propylene glycol (and) lavandula stoec;soothing;Mixture;;water (and) propylene glycol (and) lavandula stoec;water (and) propylene glycol (and) lavandula stoec;water (and) propylene glycol (and) lavandula stoec
VALUES;water (and)glycol distearate (and) glycerin (and);cleanser, moisturizer, pearlescent;Mixture;;water (and)glycol distearate (and) glycerin (and);water (and)glycol distearate (and) glycerin (and);water (and)glycol distearate (and) glycerin (and)
VALUES;whey protein;conditioner;Protein;;whey protein;whey protein;whey protein
VALUES;xanthan gum;aqueous phases gel, thicken, increase the viscosity;Gelling;;xanthan gum;xanthan gum;xanthan gum
VALUES;zea mays (corn) oil;conditioner, replenishing, emulsifying property;Vegetable oil;;zea mays (corn) oil;zea mays (corn) oil;zea mays (corn) oil
VALUES;zea mays (corn) starch;exfoliating absorbent;Additive;;zea mays (corn) starch;zea mays (corn) starch;zea mays (corn) starch
VALUES;zinc oxide;bleaching powder, mineral sunscreen;Load;;zinc oxide;zinc oxide;zinc oxide
VALUES;zinc pyrithione;antidandruff;Active;;zinc pyrithione;zinc pyrithione;zinc pyrithione
VALUES;zinc salicylate;prevent the proliferation of bacteria and yeast;Conservative;;zinc salicylate;zinc salicylate;zinc salicylate
VALUES;zinc stearate;anti-caking agent, coloring;Additive;;zinc stearate;zinc stearate;zinc stearate
VALUES;zinc sulfate;astringent, biocide;Active;;zinc sulfate;zinc sulfate;zinc sulfate
