PATH;/Temp/MP;;;;;;;
TYPE;bcpg:rawMaterial;;;;;;;
MAPPING;Ciqual;;;;;;;
COLUMNS;bcpg:code;cm:name;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en;bcpg:productHierarchy1;bcpg:productHierarchy2;supplier
VALUES;MP19569;Fromage blanc type petit suisse 20% MG/MS, aux fruits, sucré;Fromage blanc type petit suisse 20% MG/MS, aux fruits, sucré;Fromage blanc type petit suisse 20% MG/MS, aux fruits, sucré;Petit-Suisse type cheese 20% fidm, fruit, children's;Produits laitiers et entremets;Fromages blancs ultrafrais;Table Ciqual 2008
VALUES;MP19570;Petit-suisse 60% MG/MS, nature;Petit-suisse 60% MG/MS, nature;Petit-suisse 60% MG/MS, nature;Petit-Suisse 60% fidm, plain;Produits laitiers et entremets;Fromages blancs ultrafrais;Table Ciqual 2008
VALUES;MP19572;Fromage blanc type petit suisse 20% MG/MS, aromatisé vanille ou chocolat;Fromage blanc type petit suisse 20% MG/MS, aromatisé vanille ou chocolat;Fromage blanc type petit suisse 20% MG/MS, aromatisé vanille ou chocolat;Petit-Suisse type cheese 20% fidm, vanilla or chocolate, children's;Produits laitiers et entremets;Fromages blancs ultrafrais;Table Ciqual 2008
VALUES;MP19585;Ricotta;Ricotta;Ricotta;Ricotta cheese;Fromages;Fromages non affinés et spécialités fromagères;Table Ciqual 2008
VALUES;MP19590;Mozzarella;Mozzarella;Mozzarella;Mozzarella cheese;Fromages;Fromages non affinés et spécialités fromagères;Table Ciqual 2008
VALUES;MP19600;Yaourt ou spécialité laitière, nature (aliment moyen);Yaourt ou spécialité laitière, nature (aliment moyen);Yaourt ou spécialité laitière, nature (aliment moyen);Yoghurt, plain (average);Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19601;Yaourt au lait entier, nature;Yaourt au lait entier, nature;Yaourt au lait entier, nature;Yoghurt, wholemilk, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19602;Yaourt au lait entier, nature, brassé;Yaourt au lait entier, nature, brassé;Yaourt au lait entier, nature, brassé;Yoghurt, wholemilk, Bulgarian-style, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19605;Yaourt au lait partiellement écrémé, nature;Yaourt au lait partiellement écrémé, nature;Yaourt au lait partiellement écrémé, nature;Yoghurt, lowfat, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19606;Spécialité laitière type yaourt 0% nature;Spécialité laitière type yaourt 0% nature;Spécialité laitière type yaourt 0% nature;Yoghurt, nonfat, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19609;Yaourt au lait partiellement écrémé, nature, sucré;Yaourt au lait partiellement écrémé, nature, sucré;Yaourt au lait partiellement écrémé, nature, sucré;Yoghurt, lowfat, sweetened;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19611;Yaourt au lait entier, aromatisé, sucré;Yaourt au lait entier, aromatisé, sucré;Yaourt au lait entier, aromatisé, sucré;Yoghurt, wholemilk, flavoured, sweetened;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19614;Spécialité laitière type yaourt au lait entier, enrichie en crème, aromatisée, sucrée;Spécialité laitière type yaourt au lait entier, enrichie en crème, aromatisée, sucrée;Spécialité laitière type yaourt au lait entier, enrichie en crème, aromatisée, sucrée;Yoghurt, wholemilk, with cream, flavoured;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19615;Spécialité laitière type yaourt au lait entier au bifidus, aromatisé, sucrée;Spécialité laitière type yaourt au lait entier au bifidus, aromatisé, sucrée;Spécialité laitière type yaourt au lait entier au bifidus, aromatisé, sucrée;Yoghurt, wholemilk, Bifidus, flavoured, sweetened;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19617;Yaourt au lait entier, nature, sucré;Yaourt au lait entier, nature, sucré;Yaourt au lait entier, nature, sucré;Yoghurt, wholemilk, sweetened;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19619;Lait fermenté à boire au lait demi-écrémé et au L. Casei, nature;Lait fermenté à boire au lait demi-écrémé et au L. Casei, nature;Lait fermenté à boire au lait demi-écrémé et au L. Casei, nature;Drinking yoghurt with L. Casei, lowfat, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19621;Yaourt au lait entier, aux céréales ou muesli;Yaourt au lait entier, aux céréales ou muesli;Yaourt au lait entier, aux céréales ou muesli;Yoghurt, wholemilk, with cereals;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19624;Yaourt ou spécialité laitière, nature ou aux fruits (aliment moyen);Yaourt ou spécialité laitière, nature ou aux fruits (aliment moyen);Yaourt ou spécialité laitière, nature ou aux fruits (aliment moyen);Yoghurt, plain or fruit (average);Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19628;Yaourt ou spécialité laitière, aux fruits (aliment moyen);Yaourt ou spécialité laitière, aux fruits (aliment moyen);Yaourt ou spécialité laitière, aux fruits (aliment moyen);Yoghurt, fruit (average);Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19630;Spécialité laitière type yaourt au lait entier, enrichie en crème, aux pépites de chocolat;Spécialité laitière type yaourt au lait entier, enrichie en crème, aux pépites de chocolat;Spécialité laitière type yaourt au lait entier, enrichie en crème, aux pépites de chocolat;Yoghurt, wholemilk, with cream and chocolate chips;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19640;Yaourt au lait partiellement écrémé, aromatisé, sucré;Yaourt au lait partiellement écrémé, aromatisé, sucré;Yaourt au lait partiellement écrémé, aromatisé, sucré;Yoghurt, lowfat, flavoured;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19670;Spécialité laitière type yaourt 0%, aromatisée, sucrée;Spécialité laitière type yaourt 0%, aromatisée, sucrée;Spécialité laitière type yaourt 0%, aromatisée, sucrée;Yoghurt, nonfat, flavoured, sweetened;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19700;Yaourt au lait entier, aux fruits, sucré;Yaourt au lait entier, aux fruits, sucré;Yaourt au lait entier, aux fruits, sucré;Yoghurt, wholemilk, with fruit;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19730;Yaourt au lait partiellement écrémé, aux fruits, sucré;Yaourt au lait partiellement écrémé, aux fruits, sucré;Yaourt au lait partiellement écrémé, aux fruits, sucré;Yoghurt, lowfat, with fruit;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19740;Spécialité laitière type yaourt au lait entier au bifidus et aux fruits, sucrée;Spécialité laitière type yaourt au lait entier au bifidus et aux fruits, sucrée;Spécialité laitière type yaourt au lait entier au bifidus et aux fruits, sucrée;Yoghurt, wholemilk, Bifidus, with fruit;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19760;Spécialité laitière type yaourt 0% aux fruits, sucrée;Spécialité laitière type yaourt 0% aux fruits, sucrée;Spécialité laitière type yaourt 0% aux fruits, sucrée;Yoghurt, nonfat, with fruit, sweetened;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19765;Spécialité laitière type yaourt 0% aux fruits, édulcorée;Spécialité laitière type yaourt 0% aux fruits, édulcorée;Spécialité laitière type yaourt 0% aux fruits, édulcorée;Yoghurt, nonfat, with fruit, aspartame;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19771;Yaourt à boire, au lait demi-écrémé, aromatisé, sucré;Yaourt à boire, au lait demi-écrémé, aromatisé, sucré;Yaourt à boire, au lait demi-écrémé, aromatisé, sucré;Drinking yoghurt, lowfat, flavoured, sweetened;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19772;Yaourt à boire, au lait demi-écrémé, aux édulcorants;Yaourt à boire, au lait demi-écrémé, aux édulcorants;Yaourt à boire, au lait demi-écrémé, aux édulcorants;Drinking yoghurt, lowfat, with aspartame;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19773;Yaourt à boire, au lait demi-écrémé, aux fruits, sucré;Yaourt à boire, au lait demi-écrémé, aux fruits, sucré;Yaourt à boire, au lait demi-écrémé, aux fruits, sucré;Drinking yoghurt, lowfat, with fruit;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19780;Lait fermenté type yaourt à boire, au bifidus, arôme fruits;Lait fermenté type yaourt à boire, au bifidus, arôme fruits;Lait fermenté type yaourt à boire, au bifidus, arôme fruits;Drinking yoghurt, Bifidus, fruit flavoured;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19800;Spécialité laitière type yaourt au lait entier au bifidus, nature;Spécialité laitière type yaourt au lait entier au bifidus, nature;Spécialité laitière type yaourt au lait entier au bifidus, nature;Yoghurt, wholemilk, Bifidus, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19801;Lait fermenté à boire, maigre, nature;Lait fermenté à boire, maigre, nature;Lait fermenté à boire, maigre, nature;Buttermilk, cultured, low fat, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19850;Spécialité laitière de fromage blanc enrichie en crème, nature;Spécialité laitière de fromage blanc enrichie en crème, nature;Spécialité laitière de fromage blanc enrichie en crème, nature;Quark 50% fidm, plain;Produits laitiers et entremets;Fromages blancs ultrafrais;Table Ciqual 2008
VALUES;MP19851;Spécialité laitière de fromage blanc enrichie en crème, aux fruits;Spécialité laitière de fromage blanc enrichie en crème, aux fruits;Spécialité laitière de fromage blanc enrichie en crème, aux fruits;Quark 50% fidm, with  fruit;Produits laitiers et entremets;Fromages blancs ultrafrais;Table Ciqual 2008
VALUES;MP19855;Spécialité laitière type yaourt 0% aux céréales ou muesli;Spécialité laitière type yaourt 0% aux céréales ou muesli;Spécialité laitière type yaourt 0% aux céréales ou muesli;Yoghurt, nonfat, with cereals;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP19880;Yaourt au lait de chèvre partiellement écrémé, nature;Yaourt au lait de chèvre partiellement écrémé, nature;Yaourt au lait de chèvre partiellement écrémé, nature;Yoghurt from goat's milk, lowfat, plain;Produits laitiers et entremets;Yaourts et spécialités laitières type yaourts;Table Ciqual 2008
VALUES;MP20000;Artichaut, cuit;Artichaut, cuit;Artichaut, cuit;Artichoke, globe, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20001;Asperge, cuite;Asperge, cuite;Asperge, cuite;Asparagus, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20002;Aubergine, cuite;Aubergine, cuite;Aubergine, cuite;Eggplant, cooked, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20003;Betterave rouge, cuite;Betterave rouge, cuite;Betterave rouge, cuite;Beetroot, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20005;Bette, cuite;Bette, cuite;Bette, cuite;Swiss chard, cooked;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20006;Brocoli, cuit;Brocoli, cuit;Brocoli, cuit;Broccoli, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20007;Carotte, appertisée, égouttée;Carotte, appertisée, égouttée;Carotte, appertisée, égouttée;Carrot, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20008;Carotte, cuite;Carotte, cuite;Carotte, cuite;Carrot, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20009;Carotte, crue;Carotte, crue;Carotte, crue;Carrot, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20010;Champignon, tout type, cru;Champignon, tout type, cru;Champignon, tout type, cru;Mushroom, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20011;Champignon, tout type, appertisé, égoutté;Champignon, tout type, appertisé, égoutté;Champignon, tout type, appertisé, égoutté;Mushroom, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20012;Chicorée frisée, crue;Chicorée frisée, crue;Chicorée frisée, crue;Endive (US chicory), raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20013;Chou de Bruxelles, cuit;Chou de Bruxelles, cuit;Chou de Bruxelles, cuit;Brussels sprout, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20014;Chou rouge, cru;Chou rouge, cru;Chou rouge, cru;Cabbage, red, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20015;Chou vert, cuit;Chou vert, cuit;Chou vert, cuit;Cabbage, green, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20016;Chou-fleur, cru;Chou-fleur, cru;Chou-fleur, cru;Cauliflower, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20017;Chou-fleur, cuit;Chou-fleur, cuit;Chou-fleur, cuit;Cauliflower, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20018;Coeur de palmier, appertisé, égoutté;Coeur de palmier, appertisé, égoutté;Coeur de palmier, appertisé, égoutté;Palm heart, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20020;Courgette, pulpe et peau, crue;Courgette, pulpe et peau, crue;Courgette, pulpe et peau, crue;Courgette (zucchini), raw, with skin;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20021;Courgette, pulpe et peau, cuite;Courgette, pulpe et peau, cuite;Courgette, pulpe et peau, cuite;Courgette (zucchini), boiled, with skin;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20022;Cresson de fontaine, cru;Cresson de fontaine, cru;Cresson de fontaine, cru;Watercress, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20023;Céleri branche, cru;Céleri branche, cru;Céleri branche, cru;Celery stalk, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20024;Céleri branche, cuit;Céleri branche, cuit;Céleri branche, cuit;Celery stalk, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20025;Céleri-rave, cuit;Céleri-rave, cuit;Céleri-rave, cuit;Celeriac, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20026;Endive, crue;Endive, crue;Endive, crue;Witlof, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20027;Épinard, cuit;Épinard, cuit;Épinard, cuit;Spinach, steamed;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20028;Fenouil, cru;Fenouil, cru;Fenouil, cru;Fennel, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20029;Haricot mungo germé ou Pousse de ''soja'', appertisé, égoutté;Haricot mungo germé ou Pousse de ''soja'', appertisé, égoutté;Haricot mungo germé ou Pousse de ''soja'', appertisé, égoutté;Beans, mung, sprouted, canned, drained;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20030;Haricot vert, cuit;Haricot vert, cuit;Haricot vert, cuit;Green bean, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20031;Laitue, crue;Laitue, crue;Laitue, crue;Lettuce, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20032;Laitue, cuite;Laitue, cuite;Laitue, cuite;Lettuce, cooked;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20033;Navet, cuit;Navet, cuit;Navet, cuit;Turnip, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20034;Oignon, cru;Oignon, cru;Oignon, cru;Onion, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20035;Oignon, cuit;Oignon, cuit;Oignon, cuit;Onion, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20036;Petit pois, appertisé, égoutté;Petit pois, appertisé, égoutté;Petit pois, appertisé, égoutté;Pea, green, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20037;Petit pois, cuit;Petit pois, cuit;Petit pois, cuit;Pea, green, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20038;Pissenlit, cru;Pissenlit, cru;Pissenlit, cru;Dandelion leaves, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20039;Poireau, cru;Poireau, cru;Poireau, cru;Leek, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20040;Poireau, cuit;Poireau, cuit;Poireau, cuit;Leek, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20041;Poivron, vert, jaune ou rouge, cru;Poivron, vert, jaune ou rouge, cru;Poivron, vert, jaune ou rouge, cru;Pepper, sweet, green or red, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20042;Poivron, vert, jaune ou rouge, cuit;Poivron, vert, jaune ou rouge, cuit;Poivron, vert, jaune ou rouge, cuit;Pepper, sweet, green or red, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20043;Potiron, appertisé, égoutté;Potiron, appertisé, égoutté;Potiron, appertisé, égoutté;Pumpkin, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20045;Radis rouge, cru;Radis rouge, cru;Radis rouge, cru;Radish, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20046;Salsifis, cuit;Salsifis, cuit;Salsifis, cuit;Salsify, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20047;Tomate, crue;Tomate, crue;Tomate, crue;Tomato, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20048;Tomate, entière, pelée, appertisée, égouttée;Tomate, entière, pelée, appertisée, égouttée;Tomate, entière, pelée, appertisée, égouttée;Tomato, peeled, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20049;Maïs doux, en épis, cuit;Maïs doux, en épis, cuit;Maïs doux, en épis, cuit;Sweet corn on cob, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20050;Topinambour, cuit;Topinambour, cuit;Topinambour, cuit;Jerusalem artichoke, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20051;Macédoine de légumes, appertisée, égouttée;Macédoine de légumes, appertisée, égouttée;Macédoine de légumes, appertisée, égouttée;Vegetable mix, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20052;Artichaut, cru;Artichaut, cru;Artichaut, cru;Artichoke, globe, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20054;Cardon, cru;Cardon, cru;Cardon, cru;Cardoon, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20055;Céleri-rave, cru;Céleri-rave, cru;Céleri-rave, cru;Celeriac, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20059;Épinard, cru;Épinard, cru;Épinard, cru;Spinach, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20062;Haricot vert, appertisé, égoutté;Haricot vert, appertisé, égoutté;Haricot vert, appertisé, égoutté;Green bean, canned, drained;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20063;Haricot beurre, appertisé, égoutté;Haricot beurre, appertisé, égoutté;Haricot beurre, appertisé, égoutté;Wax bean, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20064;Navet, pelé, cru;Navet, pelé, cru;Navet, pelé, cru;Turnip, peeled, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20066;Maïs doux, appertisé, égoutté;Maïs doux, appertisé, égoutté;Maïs doux, appertisé, égoutté;Sweet corn, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20068;Tomate, concentré;Tomate, concentré;Tomate, concentré;Tomato paste;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20070;Haricot vert, surgelé;Haricot vert, surgelé;Haricot vert, surgelé;Green bean, frozen;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20071;Haricot vert, surgelé, cuit;Haricot vert, surgelé, cuit;Haricot vert, surgelé, cuit;Green bean, frozen, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20076;Asperge, appertisée, égouttée;Asperge, appertisée, égouttée;Asperge, appertisée, égouttée;Asparagus, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20077;Chou de Bruxelles, appertisé, égoutté;Chou de Bruxelles, appertisé, égoutté;Chou de Bruxelles, appertisé, égoutté;Brussels sprout, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20078;Céleri branche, appertisé;Céleri branche, appertisé;Céleri branche, appertisé;Celery stalk, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20079;Champignon de Paris, appertisé;Champignon de Paris, appertisé;Champignon de Paris, appertisé;Mushroom, Agaricus bisporus, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20081;Salsifis, appertisé, égoutté;Salsifis, appertisé, égoutté;Salsifis, appertisé, égoutté;Salsify, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20082;Chou-fleur, surgelé;Chou-fleur, surgelé;Chou-fleur, surgelé;Cauliflower, frozen;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20083;Épinard, surgelé;Épinard, surgelé;Épinard, surgelé;Spinach, frozen;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20084;Petit pois, surgelé;Petit pois, surgelé;Petit pois, surgelé;Pea, green, frozen;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20085;Poivron vert, cru;Poivron vert, cru;Poivron vert, cru;Pepper, sweet, green, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20086;Poivron vert, cuit;Poivron vert, cuit;Poivron vert, cuit;Pepper, sweet, green, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20087;Poivron rouge, cru;Poivron rouge, cru;Poivron rouge, cru;Pepper, sweet, red, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20088;Poivron rouge, cuit;Poivron rouge, cuit;Poivron rouge, cuit;Pepper, sweet, red, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20089;Radis noir, cru;Radis noir, cru;Radis noir, cru;Radish, black, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20090;Scarole, crue;Scarole, crue;Scarole, crue;Broad-leaved endive, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20093;Petits pois et carottes, appertisés, égouttés;Petits pois et carottes, appertisés, égouttés;Petits pois et carottes, appertisés, égouttés;Carrots and peas, canned;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20095;Chou rouge, cuit à l'eau;Chou rouge, cuit à l'eau;Chou rouge, cuit à l'eau;Cabbage, red, boiled;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20096;Potiron, cuit;Potiron, cuit;Potiron, cuit;Pumpkin, cooked;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20097;Échalote, crue;Échalote, crue;Échalote, crue;Shallot, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20098;Endive, cuite;Endive, cuite;Endive, cuite;Witlof, cooked;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20099;Mâche, crue;Mâche, crue;Mâche, crue;Corn-salad, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20101;Légumes, mélange surgelé;Légumes, mélange surgelé;Légumes, mélange surgelé;Vegetables, mixed, frozen;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20111;Oseille, crue;Oseille, crue;Oseille, crue;Sorrel, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20112;Oseille, cuite à l'eau;Oseille, cuite à l'eau;Oseille, cuite à l'eau;Sorrel, cooked with moist heat;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20116;Chou blanc, cru;Chou blanc, cru;Chou blanc, cru;White cabbage, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20118;Fenouil, cuit à l'eau;Fenouil, cuit à l'eau;Fenouil, cuit à l'eau;Fennel, cooked;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20125;Champignon de couche, sauté;Champignon de couche, sauté;Champignon de couche, sauté;Mushroom, Agaricus bisporus, sauteed;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20127;Pourpier, cru, feuilles;Pourpier, cru, feuilles;Pourpier, cru, feuilles;Purslane, leaf, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20169;Tomate, pulpe, appertisée;Tomate, pulpe, appertisée;Tomate, pulpe, appertisée;Tomato pulp, canned, commercial;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20170;Tomate, purée;Tomate, purée;Tomate, purée;Tomato pulp;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20171;Laitue romaine, crue;Laitue romaine, crue;Laitue romaine, crue;Cos lettuce, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20172;Tomate cerise, crue;Tomate cerise, crue;Tomate cerise, crue;Tomato, cherry;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20183;Haricot mungo germé ou Pousse de ''soja'', frais;Haricot mungo germé ou Pousse de ''soja'', frais;Haricot mungo germé ou Pousse de ''soja'', frais;Beans, mung, sprouted, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20206;Chou de Bruxelles, surgelé;Chou de Bruxelles, surgelé;Chou de Bruxelles, surgelé;Brussels sprout, frozen;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20208;Carotte, surgelée;Carotte, surgelée;Carotte, surgelée;Carrot, frozen;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20210;Concombre, cru, pulpe;Concombre, cru, pulpe;Concombre, cru, pulpe;Cucumber, peeled, raw;Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20495;Légume en purée, sans pomme de terre, sans sel (aliment moyen);Légume en purée, sans pomme de terre, sans sel (aliment moyen);Légume en purée, sans pomme de terre, sans sel (aliment moyen);Vegetable (except potato), pureed, without salt (average);Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20499;Légume cuit (aliment moyen);Légume cuit (aliment moyen);Légume cuit (aliment moyen);Vegetable, cooked (average);Fruits, Légumes;Légumes;Table Ciqual 2008
VALUES;MP20500;Fève, cuite;Fève, cuite;Fève, cuite;Broad bean, boiled;Fruits, Légumes;Légumes secs;Table Ciqual 2008
VALUES;MP20502;Haricot blanc, cuit;Haricot blanc, cuit;Haricot blanc, cuit;Haricot bean, boiled;Fruits, Légumes;Légumes secs;Table Ciqual 2008
