COLUMNS;cm:name;id;bcpg:supplier;bcpg:productState;Water;Total nitrogen;Protein;Total lipid (fat);Carbohydrate, by difference;Energy kcal;Energy kJ;Starch;Oligosaccharide;Sugars, total;Glucose;Galactose;Fructose;Sucrose;Maltose;Lactose;Alcohol (ethanol);NSP Fiber;Fiber, total dietary;Fatty acids, total saturated;Total omega 6 fatty acids;Total omega 3 fatty acids;Fatty acids, total monounsaturated;Fatty acids, total polyunsaturated;Total trans fatty acids;Cholesterol;Sodium, Na;Potassium, K;Calcium, Ca;Magnesium, Mg;Phosphorus, P;Iron, Fe;Copper;Zinc, Zn;Chloride;Manganese;Selenium;Iodine;Retinol;Beta-carotene;Vitamin A retinol equivalents;Vitamin D;Vitamin E;Vitamin K (phylloquinone);Thiamin;Riboflavin;Niacin;Tryptophan/60;Niacine (derived equivalents);Vitamin B-6;Vitamin B-12;Food Folate;Panto acid;Vitamin B7 (Biotin);Vitamin C, total ascorbic acid
VALUES; Jus d'orange, réfrigéré;14-329;CoFID Table;ToValidate;87.7;0.14;0.9;;8.6;36;153;0;;8.6;2;;2.4;4.2;0;0;0;0.2;;;0;0;;;;0;1;158;8;9;15;0.07;0.03;;65;0.02;;1;0;40;7;0;0.15;;0.28;0.02;0.4;;0.4;0.06;0;22;0.15;0.7;40
VALUES; Jus d'orange fraîchement pressé;14-369;CoFID Table;ToValidate;87.7;0.1;0.6;;8.1;33;140;0;;8.1;2;;2.2;4;0;0;0;0.1;;;0;0;;;0;0;2;180;12;12;22;0.3;;;73;0.1;;1;0;55;9;0;0.35;;0.08;0.02;0.2;0.1;0.3;0.05;0;28;0.27;1;48
VALUES; Jus d'orange fraîchement pressé, pesé comme fruit entier;14-370;CoFID Table;ToValidate;40.3;0.05;0.3;;3.7;15;64;0;;3.7;0.9;;1;1.8;0;0;;;;;0;0;;;;0;1;83;5;5;10;0.1;;;34;;;1;0;25;4;0;0.16;;0.04;0.01;0.1;;0.1;0.02;0;13;0.12;0.5;22
VALUES; Hoplostète orange, crue;16-199;CoFID Table;ToValidate;75.9;2.35;14.7;7;0;126;527;0;;0;0;;0;0;0;0;;0;;0.3;0;0;5.9;0.1;;20;77;330;12;21;150;0.3;0.05;0.3;;0.01;65;;;;;;;;;;;2.7;;;;;;;
VALUES; Oranges, chair uniquement;14-327;CoFID Table;ToValidate;87;0.13;0.8;0.2;8.2;36;152;0;;8.2;2;;2.2;4;0;0;0;1.7;1.2;0.05;0;0;0.05;0.07;0;0;1;122;24;8;16;0.11;0.03;;73;0.02;;1;0;55;9;0;0.35;0.05;0.22;0.03;0.5;0.1;0.6;0.05;0;33;0.27;1;52
VALUES; Oranges, chair uniquement, pesées avec la peau et les pépins;14-360;CoFID Table;ToValidate;87;0.13;0.8;0.2;5.8;27;114;0;;5.8;1.4;0;1.6;2.8;0;0;;1.7;1.2;0.04;0;0;0.04;0.05;0;0;;87;17;6;11;0.08;0.02;;52;0.01;;1;0;39;7;0;0.25;0.04;0.16;0.02;0.4;0.1;0.5;0.04;0;23;0.19;0.7;37
VALUES;Origan, séché, moulu;13-878;CoFID Table;ToValidate;9.9;1.44;9;4.3;;;;;;4.1;1.9;0.2;1.1;0.9;0;0;0;;42.5;1.55;0;0;0.72;1.37;0;0;25;1260;1597;270;148;36.8;0.63;2.7;;4.99;5;;0;1021;170;0;;;0.18;0.53;4.6;;;1.04;0;237;0.92;;2
VALUES; Origan, frais;13-891;CoFID Table;ToValidate;81.8;0.29;1.8;0.9;;;;;;0.8;0.4;0;0.2;0.2;0;0;0;;8.6;0.23;0;0;0.1;0.21;0;0;5;255;323;55;30;7.43;0.13;0.5;;1.01;1;;;206;34;0;;;0.04;0.11;0.9;;;0.21;0;48;0.19;;45
VALUES; Ortaniques, chair uniquement;14-177;CoFID Table;ToValidate;86;0.16;1;0.2;11.7;49;205;0;;11.7;;;;;0;0;;1.7;;;0;0;0.1;0.1;;0;5;150;41;10;21;0.4;0.05;0.1;3;;;2;0;120;20;0;0.24;;0.1;0.04;0.4;0.1;0.5;0.1;0;31;0.37;1;50
VALUES; Poudre d'Ovomaltine, composée de lait demi-écrémé;17-818;CoFID Table;ToValidate;79.7;0.61;3.9;1.7;13.4;81;343;3.9;;9.5;;;;;;;0;0.3;0.5;1.11;0;0;;;;;51;156;196;51;;1.57;;1.5;91;;;;105;;;0.6;1.36;;0.15;0.35;1.9;;1.9;0.2;1;28;1.21;8.2;10
VALUES; Poudre d'Ovomaltine, à base de lait écrémé;17-819;CoFID Table;ToValidate;80.9;0.62;3.9;0.4;13.5;70;298;3.9;;9.6;;;;;;;0;0.3;0.5;0.27;0;0;;;;;53;161;200;52;;1.58;;1.5;91;;;;90;;;0.6;1.33;;0.15;0.34;1.9;;1.9;0.2;1;28;1.06;7.7;9
VALUES; Poudre d'Ovomaltine, composée de lait entier;17-820;CoFID Table;ToValidate;78.1;0.6;3.8;3.4;13.3;96;405;3.9;;9.4;;;;;;;0;0.3;0.5;2.19;0;0;;;;;51;157;196;51;;1.57;;1.6;93;;;;121;;;0.6;1.12;;0.14;0.35;1.9;;;0.2;1;25;1.12;7.8;6
VALUES; Ovomaltine, poudre;17-734;CoFID Table;ToValidate;2;1.14;7.3;1.9;83.1;358;1524;34.8;;48.3;;0;;;;;0;2.5;4.3;1.4;0;0;;;;;120;156;800;375;;14;;10;125;;;;800;;800;5;12;;1.1;1.4;16;;;1.4;2.5;200;6;50;80
VALUES; Queue de bœuf, viande uniquement, mijotée avec sel ajouté;18-420;CoFID Table;ToValidate;53.9;4.88;30.5;13.4;0;243;1014;0;;0;0;0;0;0;0;0;0;0;;;0;0;;;;110;190;170;14;18;140;3.8;0.27;8.8;270;;;;;;;;0.45;;0.02;0.28;3.3;6.5;9.8;0.14;2;9;0.9;2;0
VALUES; Queue de bœuf, viande uniquement, cuite, pesée avec graisse et os;50-494;CoFID Table;ToValidate;20.5;1.85;11.6;5.1;0;92;386;0;;0;;;;;;;0;0;;;0;0;;;;;72;65;5;7;53;1.4;0.1;3.3;100;;;;;;;;0.17;;0.01;0.11;1.3;2.5;3.8;0.05;1;3;0.3;1;0
VALUES; Queue de boeuf, crue;18-419;CoFID Table;ToValidate;68.6;3.2;20;10.1;0;171;714;0;;0;0;0;0;0;0;0;0;0;;4.2;0;0;4.8;0.4;;75;110;270;9;20;160;2.7;0.2;5.6;110;;;;;;;;0.29;;0.03;0.29;4.5;4.3;8.8;0.27;3;7;1;1;0
VALUES; Huîtres, crues;16-260;CoFID Table;ToValidate;85.7;1.72;10.8;1.3;2.7;65;275;;;;0;;0;0;0;0;;0;;0.2;50;370;0.2;0.4;0;57;510;260;140;42;210;5.7;7.5;59.2;820;0.33;23;60;75;;75;1;0.85;;0.15;0.19;1.8;2.3;4.1;0.16;17;;0.37;10;
VALUES; Huîtres, crues, pesées avec coquilles;16-261;CoFID Table;ToValidate;12;0.24;1.5;0.2;0.4;9;38;;;;0;;0;0;0;0;;0;;;0;0;;0.1;0;8;71;36;19;6;30;0.8;1.05;8.3;110;0.05;3;8;11;;11;0.1;0.12;;0.02;0.03;0.3;0.3;0.6;0.02;2;;0.05;1;
VALUES; Pak choi, cuit à la vapeur;13-516;CoFID Table;ToValidate;94.8;0.24;1.5;0.1;1.9;14;58;0.4;;1.5;0.8;;0.6;0.1;0;0;0;;2;0.02;0;0;0.01;0.03;0;0;39;287;73;16;47;0.96;0.06;0.4;129;0.27;;1;0;328;55;0;0.4;;0.07;0.04;0.5;0.3;0.8;0.04;0;80;0.14;1;15
VALUES; Pakora, légumes, plats à emporter et restaurant;15-620;CoFID Table;ToValidate;43.2;1.34;8.4;22;16.5;293;1221;15;;1.5;0.2;0;0.6;0.7;0;0;0;4.7;3.3;3.73;0;0;5.45;11.55;;;479;504;46;47;157;2.45;0.33;1.1;;;;;;133;22;0;3.36;;0.11;0.2;0.6;;;;0;34;0.54;2;1
VALUES; Pakora/bhajia, aubergine, frite dans l'huile végétale, maison;15-826;CoFID Table;ToValidate;45.4;1.25;7.9;22.5;17.2;294;1222;14;;2.1;0.8;;0.6;0.8;0;0;0;4.8;;1.63;0;0;12.5;7.07;0.01;0;18;247;27;28;82;1.13;0.1;0.6;56;0.6;2;;0;129;22;0;5.38;;0.12;0.06;0.7;1;1.7;0.16;0;36;0.35;;2
VALUES; Pakora/bhajia, chou-fleur, frit dans de l'huile végétale, maison;15-827;CoFID Table;ToValidate;42.1;1.46;9.2;23.9;18.2;320;1330;14.5;;2.8;0.8;;0.9;1;0;0;0;4.7;4.7;1.71;0;0;13.29;7.48;0.01;0;22;277;32;29;98;1.24;0.11;0.7;97;0.63;2;;0;83;14;0;5.73;;0.14;0.11;1;1.5;2.5;0.19;0;48;1.02;;27
VALUES; Pakora/bhajia, oignon, frit dans de l'huile végétale, maison;15-828;CoFID Table;ToValidate;40.5;1.78;11.2;14.7;24.6;270;1130;20.6;;3.4;0.8;;0.7;1.8;0;0;0;5.6;5.7;1.09;0;0;7.65;4.9;0.01;0;15;213;44;34;115;1.55;0.15;0.8;72;0.83;;;0;88;15;0;3.98;;0.19;0.08;1;1.3;2.3;0.25;0;48;0.59;;2
VALUES; Pakora/bhajia, pomme de terre et chou-fleur, frits dans de l'huile végétale, maison;15-829;CoFID Table;ToValidate;42.6;1.39;8.6;22.3;23.9;325;1354;17.3;;2;0.5;;0.4;1;0;0;;4;4;1.77;0;0;11.97;7.17;0.01;0;6;275;34;41;102;1.46;0.18;0.7;58;0.66;1;;0;14;2;0;5.1;;0.16;0.07;0.8;1.3;2.1;0.25;0;36;0.5;;8
VALUES;Pakora/bhajia, pomme de terre, carotte et petit pois, frits dans de l'huile végétale, maison;15-830;CoFID Table;ToValidate;28;1.99;12.5;22.7;28.9;355;1483;25.1;;1.9;0.1;;0.1;1.6;0;0;0;6.1;6.1;1.67;0;0;12.27;7.29;0.01;0;17;240;35;37;127;1.64;0.16;0.9;77;0.9;2;;0;844;141;0;5.73;;0.23;0.08;1.1;1.5;2.6;0.2;0;53;0.56;;2
VALUES; Pakora/bhajia, pomme de terre, frite dans de l'huile végétale, maison;15-831;CoFID Table;ToValidate;36;1.47;9.2;19.6;28.4;315;1316;26;;1.4;0.3;;0.3;0.8;0;0;0;4.5;5;1.41;0;0;10.81;6.18;0.01;0;24;404;27;36;100;1.24;0.14;0.7;113;0.67;1;;0;111;19;0;4.79;;0.22;0.06;0.9;1.2;2.1;0.2;0;37;0.62;;6
VALUES; Pakora/bhajia, épinards, frits dans de l'huile végétale, maison;15-832;CoFID Table;ToValidate;22.8;2.33;14.6;22.2;30;360;1505;26.1;;1.9;0.2;;0.2;1.5;0;0;0;7;;1.65;0;0;11.67;7.35;0.01;0;91;355;91;56;149;2.44;0.19;1.2;142;1.19;3;;0;1317;220;0;6.17;;0.22;0.13;1.6;1.8;3.4;0.27;0;74;0.65;;6
VALUES; Pakora/bhajia, légumes, vente au détail;15-653;CoFID Table;ToValidate;50.5;1.04;6.4;14.7;21.4;238;995;17.5;1.3;2.4;0.7;0;0.6;1.1;;0;0;3.6;;1;0;0;7.6;4.8;;0;430;490;99;47;130;3.7;0.21;1.1;;0.7;1;;0;965;161;0;3.66;72.1;0.17;0.1;1.2;1;2.2;0.23;0;30;0.53;;7
VALUES; Pakoras, faits maison;11-1101;CoFID Table;ToValidate;56.7;1.3;8.1;8.1;19.7;173;728;16.5;;2.1;0.6;;0.5;1;0;0;0;4.5;;0.66;0;0;3.96;2.84;0.01;0;63;348;54;37;90;1.5;0.12;0.7;120;0.67;2;;0;743;124;0;2.39;;0.16;0.07;1;1.1;2.1;0.23;0;41;0.62;;6
VALUES; Crêpes (servies avec canard croustillant), crêpes uniquement, à emporter;11-922;CoFID Table;ToValidate;29.1;1.37;7.8;7.9;53.3;305;1291;41.9;6.2;5.2;0.1;;;0.4;4.7;;0;;;;0;0;;;;;121;125;101;17;74;1.59;0.12;0.5;;0.38;;;;;;;;;0.27;;0.9;;;0.05;;;;;
VALUES; Crêpes salées au lait demi-écrémé, maison;11-959;CoFID Table;ToValidate;58.1;1.14;6.9;8.4;26.6;203;855;22.8;;3.8;;;;0.1;0;3.7;;1;1.1;1.95;0;0;1.96;3.78;0.06;49;53;190;127;16;129;0.79;0.05;0.7;132;0.2;5;30;30;7;31;0.4;1.6;;0.09;0.22;0.6;1.5;2.1;0.09;1;10;0.64;5.3;2
VALUES; Crêpes salées au lait écrémé, maison;11-1102;CoFID Table;ToValidate;59.1;1.14;6.9;7.3;26.7;193;815;22.8;;3.9;;;;0.1;0;3.7;;1;1.1;1.22;0;0;1.69;3.78;0;47.3;55;195;131;17;130;0.79;0.05;0.7;132;0.2;5;30;17;;17;0.4;3.08;0.58;0.08;0.22;0.4;1.5;1.9;0.09;1;12;0.57;4.7;
VALUES; Crêpes salées, complètes, au lait entier, maison;11-1103;CoFID Table;ToValidate;56.5;1.23;7.6;10.1;23.4;209;878;19.5;;4;;;;0.3;0.1;3.6;;2.5;2.9;2.87;0;0;2.39;4.03;0.1;53.8;53;243;109;34;178;0.94;0.11;1.1;123;0.57;5;31;44;11;46;0.4;3.14;0.82;0.09;0.23;1;1.7;3.3;0.14;1;13;0.72;5.7;1
VALUES; Crêpes farcies aux légumes, maison;15-645;CoFID Table;ToValidate;74.4;0.69;4.1;4.2;15.8;113;474;11;;4.4;1.1;;1;0.4;0;1.9;0;1;1.2;0.95;0;0;0.95;1.87;0.03;23.7;29;235;74;14;82;0.8;0.09;0.4;113;0.17;4;16;15;144;39;0.2;1.34;;0.12;0.14;0.9;0.9;1.8;0.11;0.5;12;0.54;4.1;4
VALUES; Crêpes farcies aux légumes, complètes, maison;15-833;CoFID Table;ToValidate;73.6;0.73;4.4;5;14.2;115;484;9.4;;4.5;1.1;;1;0.5;;1.7;;1.8;2.1;1.39;0;0;1.16;1.98;0.05;26;29;261;66;23;106;0.87;0.12;0.6;109;0.35;4;17;21;147;46;0.2;2.08;;0.12;0.12;1;1;2;0.13;0.5;14;0.58;4.3;3
VALUES; Crêpes sucrées au lait demi-écrémé, faites maison;11-1143;CoFID Table;ToValidate;49.1;1.05;6.3;7.4;37.9;234;988;20.9;;17;;;;13.8;0;3.2;;0.9;1;1.22;0;0;1.72;3.87;;48;51;174;116;15;118;0.78;0.06;0.7;119;0.19;4;27;17;;17;0.4;3.13;;0.07;0.2;0.4;1.4;1.8;0.08;0.9;11;0.52;4.5;
VALUES; Crêpes sucrées au lait écrémé, faites maison;11-1141;CoFID Table;ToValidate;49.1;1.05;6.3;7.4;37.9;234;988;20.9;;17;;;;13.8;0;3.2;;0.9;1;1.22;0;0;1.72;3.87;;48;51;174;116;15;118;0.78;0.06;0.7;119;0.19;4;27;17;;17;0.4;3.13;0.57;0.07;0.2;0.4;1.4;1.9;0.08;0.9;11;0.52;4.5;
VALUES; Crêpes sucrées au lait entier, faites maison;11-1142;CoFID Table;ToValidate;46.9;1.04;6.3;9.7;37.8;254;1071;20.9;;16.9;;;;13.8;0;3.1;;0.9;1;2.67;0;0;2.33;3.94;0.09;53.6;49;171;113;15;118;0.77;0.06;0.7;120;0.19;4;27;41;9;42;0.4;3.17;0.96;0.07;0.2;0.4;1.4;1.9;0.08;0.9;10;0.57;4.5;1
VALUES; Pangasius, chair seulement, cuit au four;16-432;CoFID Table;ToValidate;76.1;3.5;21.8;2.3;0;109;458;0;0;0;0;;0;0;0;0;0;0;0;0.72;210;30;0.65;0.25;;52.5;299;430;14;42;243;0.13;0.03;0.5;279;0.01;27;2;;;;2;0.34;;0.02;0.07;7.4;5.1;12.6;0.16;1.4;12;0.77;50;
VALUES; Pangasius, chair uniquement, poché;16-433;CoFID Table;ToValidate;77.6;3.28;20.5;2.2;0;102;429;0;0;0;0;;0;0;0;0;0;0;0;0.68;200;30;0.61;0.23;;49.2;280;403;13;39;228;0.12;0.03;0.4;261;0.01;25;2;;;;1.9;0.32;;0.02;0.08;7.8;4.8;12.7;0.16;1.4;14;0.73;46.9;
VALUES; Pangasius, chair uniquement, cru;16-382;CoFID Table;ToValidate;83.7;2.38;14.9;1.6;0;74;313;0;;0;0;;0;0;0;0;;0;0;0.49;150;20;0.44;0.17;;36;204;293;10;29;166;0.09;0.02;0.3;190;0.01;18;3;;;;1.4;0.23;;0.02;0.06;6.3;3.5;9.8;0.12;1;10;0.66;37.9;
VALUES; Papadums, plats à emporter;11-998;CoFID Table;ToValidate;3.9;1.84;11.5;38.8;28.3;501;2084;28.3;0;;;;;;;;0;5.8;6.3;7.95;10190;2330;16.5;12.52;0.07;1.9;;609;;121;196;4.44;0.36;1.7;;0.97;15;;;;;0;3.7;;0.35;0.09;0.6;1.8;2.4;0.05;0;23;0.73;4.8;0
VALUES; Papaye, chair seulement, crue;14-390;CoFID Table;ToValidate;87.6;0.12;0.7;0.6;9.5;44;186;0;;9.5;4.8;0;4.7;;0;0;0;2.2;1.8;0.19;0;0;0.17;0.13;0;0;14;215;21;17;9;0.22;0.03;0.1;11;0.02;1;;0;466;78;0;0.35;;0.03;0.04;0.3;0.1;0.4;0.03;0;1;0.22;0.3;68
VALUES; Papaye, chair uniquement, crue, pesée avec la peau et les pépins;14-397;CoFID Table;ToValidate;52.6;0.07;0.4;0.4;5.7;27;113;0;;5.7;2.9;0;2.8;;0;0;0;1.3;1.1;0.11;0;0;0.1;0.08;0;0;8;129;13;10;5;0.13;0.02;0.1;7;0.01;1;;0;280;47;0;0.21;;0.02;0.02;0.2;0.1;0.3;0.02;0;1;0.13;0.2;41
VALUES; Papaye, non mûre, chair verte, crue;13-311;CoFID Table;ToValidate;92.1;0.14;0.9;0.1;5.5;27;113;;;;;0;;;0;0;;1.5;;;0;0;;;;0;15;210;33;56;30;0.6;0.1;0.2;;0.1;;;0;7;1;0;;;0.01;0.02;0.2;;;;0;;0.22;;31
VALUES; Paprika;13-879;CoFID Table;ToValidate;11.2;2.26;14.1;12.9;;;;;;10.3;2.6;0.2;6.7;0.8;0;0;0;;34.9;2.14;0;0;1.7;7.77;0;0;68;2280;229;178;314;21.14;0.71;4.3;;1.59;6;;0;29553;4926;0;;;0.33;1.23;10.1;;;2.14;0;49;2.51;;1
VALUES; Paratha, fait maison;11-1104;CoFID Table;ToValidate;30.6;1.37;7.8;14.4;45.8;333;1398;45.1;;0.7;;;;0.6;0.1;0.1;0;4.4;4.9;8.51;0;0;3.48;0.97;0.46;34.1;118;190;21;46;165;1.5;0.2;1.4;231;1.47;4;6;153;97;169;0.1;0.86;;0.18;0.06;2.2;1.7;3.9;0.19;0;14;0.34;2.8;
VALUES; Poisson perroquet, cru;16-101;CoFID Table;ToValidate;79;3.18;19.9;0.4;0;83;353;0;;0;0;;0;0;0;0;;0;;0.1;0;0;;0.2;;;82;420;45;;160;1;;;;;;;;;;;;;0.06;0.1;1.4;3.7;5.1;0.3;3;;;;
VALUES; Persil séché;13-845;CoFID Table;ToValidate;9;2.53;15.8;7;14.5;181;760;2.1;;12.4;7.5;0;4.8;;0;0;;26.9;;;0;0;;;;0;180;4090;1080;120;340;41.5;0.16;3.8;860;1.1;5;;0;21750;3625;0;9.15;;0.33;0.32;5.4;2.5;7.9;0.38;0;;1.61;2.1;120
VALUES; Persil (frais;13-844;CoFID Table;ToValidate;83.1;0.47;3;1.3;2.7;34;141;0.4;;2.3;1.4;0;0.9;;0;0;0;5;;;0;0;;;0;0;33;760;200;23;64;7.7;0.03;0.7;160;0.2;1;;0;4040;673;0;1.7;548;0.23;0.06;1;0.5;1.5;0.09;0;170;0.3;0.4;190
VALUES; Panais, bouilli dans de l'eau non salée;13-631;CoFID Table;ToValidate;80.5;0.19;1.2;0.7;14.7;66;282;10.4;;4.3;0.1;0;0.1;4.1;0;0;0;4.7;2.6;0.12;0;0;0.29;0.12;0;0;3;319;34;16;55;0.44;0.07;0.3;40;0.27;;4;0;30;5;0;1.26;;0.06;0.02;0.6;0.3;0.9;0.16;0;49;0.35;;10
VALUES; Panais, cru;13-312;CoFID Table;ToValidate;79.3;0.29;1.8;1.1;12.5;64;271;6.2;0.6;5.7;0.8;0;0.5;4.3;0;0;0;4.6;4.7;0.2;0;0;0.5;0.2;0;0;10;450;41;23;74;0.6;0.05;0.3;49;0.5;2;;0;30;5;0;1;0.05;0.23;0.01;1;0.5;1.5;0.11;0;87;0.5;0.1;17
VALUES; Panais rôti à l'huile de colza;13-632;CoFID Table;ToValidate;58.6;0.38;2.4;4.5;28.8;158;668;20.4;;8.4;0.2;0;0.2;8;0;0;0;9.2;5.1;0.37;0;0;2.54;1.23;;0;6;626;67;31;108;0.86;0.14;0.5;79;0.53;;7;0;59;10;0;2.1;;0.12;0.04;1.2;0.5;1.7;0.31;0;96;1;;20
VALUES; Perdrix, viande uniquement, rôtie;18-381;CoFID Table;ToValidate;54.5;5.87;36.7;7.2;0;212;890;0;;0;0;0;0;0;0;0;0;0;;1.9;0;0;3.3;1.7;;;100;410;46;36;310;7.7;;;99;;;;;;;;;;;;;6.9;;;;;;;0
VALUES; Perdrix, viande uniquement, rôtie, pesée avec os;18-382;CoFID Table;ToValidate;32.7;3.52;22;4.3;0;127;533;0;;0;0;0;0;0;0;0;0;0;;1.1;0;0;2;1;;;60;240;28;22;190;4.6;;;59;;;;;;;;;;;;;4.1;;;;;;;0
VALUES; Jus de fruits de la passion;14-285;CoFID Table;ToValidate;87.3;0.13;0.8;0.1;10.7;47;189;0;;10.7;4.1;;3.5;3.1;0;0;;;;;0;0;;;;0;19;200;7;29;21;0.5;;0.8;;;;;0;800;135;0;;;0.01;0.07;0.7;0.1;0.8;;0;;;;21
VALUES; Fruit de la passion, chair et pépins;14-178;CoFID Table;ToValidate;74.9;0.45;2.6;0.4;5.8;36;152;0;;5.8;2.2;;1.9;1.7;0;0;0;3.3;;0.1;0;0;0.1;0.1;0;0;19;200;11;29;64;1.3;;0.8;;;;;0;750;125;0;;;0.03;0.12;1.5;0.4;1.9;;0;;;;23
VALUES; Fruit de la passion, chair et pépins, pesé avec la peau;14-179;CoFID Table;ToValidate;45.7;0.27;1.7;0.2;3.5;22;92;0;;3.5;1.3;;1.1;1;0;0;0;2;;;0;0;0.1;0.1;0;0;12;120;7;18;39;0.8;;0.5;;;;;0;460;77;0;;;0.02;0.07;0.9;0.2;1.1;;0;;;;14
VALUES; Mélanges pour pâtes et sauces, séchées, crues;11-734;CoFID Table;ToValidate;6.4;2.25;12.8;4.9;70;358;1519;61.9;;8.1;0.4;;0.5;1.2;4.3;1.7;0;4.6;4.5;2.25;840;70;1.53;0.94;0.27;3;1165;409;78;52;344;1.73;0.27;1.5;1410;0.88;8;11;19;112;37;0.2;0.81;;1.08;0.2;3.5;2.1;5.6;0.08;;42;0.9;3;
VALUES; Formes de pâtes, colorées, aromatisées, séchées, crues;11-717;CoFID Table;ToValidate;9.7;1.94;11;1.6;75.4;341;1453;73.1;;2.3;0.2;;0.3;0.3;1.5;0;0;3.5;5.5;0.23;620;40;0.18;0.65;;0;8;301;41;50;174;1.66;0.28;1.2;100;0.82;22;;;73;12;0;0.3;;0.17;0.03;2.7;2.2;4.9;0.12;0;26;0.6;;0
VALUES;Pâtes au jambon et sauce aux champignons, maison;19-611;CoFID Table;ToValidate;71.7;1;5.7;5.3;16.2;132;554;15.3;;1;;;0.1;;0.6;0.3;0;1.1;1.2;3.18;0;0;1.37;0.35;0.17;17.5;96;158;73;17;119;0.45;0.12;0.8;195;0.18;6;;65;39;72;;0.18;;0.12;0.11;1.4;1.2;2.7;0.07;0.3;11;0.18;0.9;
VALUES; Pâtes à la viande et sauce tomate, maison;19-483;CoFID Table;ToValidate;65.9;1.11;6.6;4.1;20.4;140;590;18.5;;1.9;0.7;;0.7;0.2;0.3;0;0;2;2.1;1.41;0;0;1.72;0.5;0.15;10.7;90;158;24;20;81;0.81;0.14;1.1;167;0.25;5;4;;148;25;0.1;0.97;;0.02;0.04;1.7;1.4;3.1;0.12;0.3;6;0.32;0.9;
VALUES; Pâtes, œuf, fraîches, fourrées au fromage et aux tomates, bouillies dans de l'eau non salée;11-729;CoFID Table;ToValidate;53.3;1.37;8.7;5.9;28.1;193;816;27.9;;0.2;;;0.2;;;;0;1.6;2.3;3.12;600;40;1.74;0.66;0.13;29.1;210;93;115;18;126;0.69;;0.8;400;0.26;6;8;80;;;0.3;0.91;;0.08;0.08;0.8;1.9;2.7;0.02;;10;0.4;2;
VALUES; Pâtes, œuf, fraîches, fourrées uniquement au fromage, bouillies dans de l'eau non salée;11-728;CoFID Table;ToValidate;52;1.64;10.5;6.7;30.2;216;910;28;;2.2;;;;;1.4;0.8;0;2.1;2.2;3.54;680;50;1.98;0.75;0.15;33.1;242;99;124;21;147;0.74;;0.9;406;0.28;11;18;77;21;81;0.3;0.91;;0.07;0.1;0.8;2.1;2.9;0.02;;10;0.5;2;0
VALUES; Pâtes, œuf, fraîches, farcies de légumes verts/herbes et fromage, bouillies dans de l'eau non salée;11-731;CoFID Table;ToValidate;56.2;1.37;8.7;5.8;28.7;195;822;28.6;;0.1;;;0.1;;;;0;1.6;1.6;3.22;570;60;1.6;0.65;0.13;33;239;99;110;21;122;0.77;;0.7;406;0.27;11;18;48;184;79;0.2;1.03;;0.08;0.08;0.7;1.7;2.4;0.02;;12;0.4;1;
VALUES; Pâtes, œuf, fraîches, farcies de viande, bouillies dans de l'eau non salée;11-732;CoFID Table;ToValidate;52.4;1.61;10.1;4.7;31.3;200;846;30.3;;1;;;0.1;;0.6;0.3;0;1.4;1.9;1.81;700;40;1.64;0.76;0.08;30.6;298;115;69;20;124;0.94;0.1;0.9;445;0.27;9;8;22;11;24;0.3;0.62;;0.58;0.09;1.4;2;3.4;0.12;;24;0.5;2;
VALUES; Pâtes, œuf, fraîches, fourrées aux champignons, bouillies dans de l'eau non salée;11-730;CoFID Table;ToValidate;58.9;1.27;8.1;4.3;27.1;173;730;26.4;;0.7;;;;;;0.7;0;1.7;1.9;2.27;440;30;1.27;0.48;0.1;21.2;212;116;85;18;121;0.85;;0.7;354;0.25;13;11;;;0;;;;0.07;0.11;1;1.8;2.8;0.03;;10;0.6;2;0
VALUES; Pâtes, oeuf, frais, cru;11-726;CoFID Table;ToValidate;27.1;1.86;10.6;2.9;57;282;1200;54.9;;2.1;0.3;;0.4;;1.4;0;0;3.4;3.3;0.71;780;40;0.87;0.82;0.01;15.2;24;186;28;31;156;1.48;0.83;1;120;0.53;11;9;17;;17;0.3;0.52;;0.15;0.09;2.1;2.3;4.4;0.01;;18;0.8;1;0
VALUES; Pâtes, oeuf, blanc, séché, cru;11-715;CoFID Table;ToValidate;8.2;2.27;12.9;3.6;74.8;365;1550;72.7;;2.1;0.2;;0.2;0.2;1.5;0;0;3.7;3.9;0.89;990;40;1.09;1.04;0.01;20.1;51;246;36;45;210;1.75;0.29;1.4;169;0.71;27;12;14;12;16;0.3;0.53;;0.16;0.08;2.6;2.6;5.2;0.12;;35;1.1;1;0
VALUES; Pâtes, œuf, blanc, tagliatelles, fraîches, bouillies dans de l'eau non salée;11-727;CoFID Table;ToValidate;64;1.01;5.8;1.6;30.6;152;647;30.6;;;;;;;;0;0;0.9;2;0.38;420;20;0.47;0.44;;;9;40;29;16;76;0.6;;0.5;65;0.25;5;8;8;;8;0.1;0.26;;0.08;0.04;0.7;1.1;1.8;0.01;;6;0.4;2;0
VALUES; Pâtes, nature, fraîches, bouillies;11-450;CoFID Table;ToValidate;61.5;1.06;6.6;1.5;31.8;159;677;30.7;0.5;0.6;0.1;;0;0.1;0.4;;0;1.9;;0.28;340;20;0.3;0.36;0;;16;49;37;19;86;0.8;0.46;0.8;29;0.4;13;36;0;0;0;0;;;0.06;0.03;0.7;1;1.7;0.02;0;4;;;0
